,Hotel_name,Positive_summary,Negative_summary
410,Henley House Hotel,"[('earl court', 36), ('good room', 10), ('helpful friendly', 10), ('friendly staff', 10), ('staff location', 10)]","[('small room', 18), ('bed small', 5), ('bathroom bit', 4), ('bathroom small', 4), ('continental breakfast', 3)]"
411,Holiday Inn London Camden Lock,"[('lock camden', 34), ('staff location', 32), ('comfy bed', 19), ('comfortable bed', 19), ('great location', 18)]","[('wall view', 7), ('parking facility', 4), ('bit could', 3), ('everything great', 3), ('noisy night', 3)]"
412,DoubleTree by Hilton London Westminster,"[('friendly staff', 25), ('staff location', 23), ('helpful friendly', 22), ('breakfast good', 22), ('great staff', 22)]","[('small room', 20), ('bathroom small', 10), ('anything think', 5), ('executive lounge', 5), ('air noisy', 4)]"
413,Blakemore Hyde Park,"[('friendly staff', 73), ('comfortable bed', 54), ('staff location', 39), ('helpful friendly', 39), ('comfy bed', 38)]","[('small room', 21), ('fi wi', 21), ('bathroom small', 12), ('slow lift', 12), ('continental cooked', 9)]"
414,Hyatt Regency London The Churchill,"[('staff location', 18), ('friendly staff', 9), ('great staff', 7), ('excellent location', 5), ('helpful friendly', 5)]","[('bathroom small', 4), ('small room', 3), ('come water', 2), ('water shower', 2), ('shower bathroom', 2)]"
415,Rathbone,"[('staff location', 27), ('great staff', 15), ('comfortable bed', 11), ('friendly great', 11), ('great location', 9)]","[('free wifi', 13), ('small room', 10), ('fi wi', 5), ('decor dated', 4), ('wifi expensive', 3)]"
416,Le Belmont Champs Elys es,"[('comfortable bed', 4), ('staff location', 4), ('thing every', 3), ('money value', 2), ('quiet lovely', 2)]","[('small room', 5), ('expensive price', 2), ('smaller side', 1), ('side bathroom', 1), ('room frontdesk', 1)]"
417,Duret,"[('staff location', 5), ('friendly room', 3), ('room staff', 3), ('friendly staff', 2), ('good staff', 2)]","[('say bad', 1), ('gel wash', 1), ('wash day', 1), ('day shower', 1), ('shower fantastic', 1)]"
418,H tel Elysees Mermoz,"[('staff location', 10), ('friendly staff', 5), ('room location', 3), ('good location', 3), ('quiet helpful', 3)]","[('small room', 9), ('like room', 2), ('really small', 2), ('accidently remedied', 1), ('remedied refilled', 1)]"
419,Majestic Hotel Spa,"[('swimming spa', 2), ('spa pool', 2), ('competence overrated', 1), ('overrated lack', 1), ('lack management', 1)]","[('deteriorating vale', 1), ('vale competent', 1), ('competent suffers', 1), ('suffers suffering', 1), ('pp expensive', 1)]"
420,BoB Hotel by Elegancia,"[('friendly staff', 3), ('hotel pernety', 2), ('nice friendly', 2), ('money value', 2), ('near metro', 2)]","[('centre min', 2), ('conection roaming', 1), ('roaming data', 1), ('data useless', 1), ('useless extremely', 1)]"
421,Comfort Inn Suites Kings Cross St Pancras,"[('cross king', 21), ('friendly staff', 13), ('pancras st', 12), ('room staff', 9), ('staff location', 9)]","[('could breakfast', 6), ('small room', 5), ('breakfast room', 4), ('little room', 3), ('noisy reception', 3)]"
422,The Queens Gate Hotel,"[('albert hall', 150), ('royal albert', 132), ('comfortable bed', 37), ('staff location', 33), ('friendly staff', 22)]","[('small room', 21), ('bathroom small', 7), ('breakfast room', 5), ('smelly drain', 4), ('decor tired', 4)]"
423,Grange Langham Court Hotel,"[('staff location', 14), ('good location', 13), ('friendly staff', 11), ('comfortable bed', 11), ('helpful friendly', 10)]","[('small room', 26), ('conditioning air', 5), ('bit small', 3), ('little room', 3), ('bathroom small', 2)]"
424,Radisson Blu Edwardian Hampshire,"[('staff location', 40), ('friendly staff', 33), ('helpful friendly', 25), ('great location', 18), ('room staff', 16)]","[('small room', 7), ('site construction', 5), ('bit could', 4), ('bed small', 4), ('could breakfast', 4)]"
425,Four Seasons Hotel George V Paris,"[('helpful friendly', 3), ('best one', 3), ('food service', 3), ('thing every', 3), ('perfect everything', 3)]","[('tag high', 1), ('high stay', 1), ('stay price', 1), ('stream assume', 1), ('assume sauna', 1)]"
426,The Marble Arch London,"[('staff location', 32), ('friendly staff', 19), ('helpful friendly', 14), ('arch marble', 12), ('good location', 11)]","[('small room', 52), ('size room', 6), ('bed small', 5), ('little small', 5), ('bit small', 4)]"
427,H tel Fabric,"[('relaxed boutique', 2), ('delicious great', 2), ('hotel staff', 2), ('friendly staff', 2), ('cozy honesty', 1)]","[('perfect place', 1), ('entrance road', 1), ('road main', 1), ('main back', 1), ('longer stay', 1)]"
428,H tel du Minist re,"[('staff location', 9), ('comfy bed', 6), ('helpful friendly', 6), ('breakfast friendly', 5), ('friendly great', 5)]","[('small room', 7), ('bit small', 4), ('little bit', 3), ('nice would', 2), ('bit room', 2)]"
429,Shangri La Hotel at The Shard London,"[('amazing view', 73), ('view room', 22), ('view service', 22), ('fantastic view', 17), ('view great', 17)]","[('steam sauna', 7), ('price breakfast', 7), ('pool cold', 6), ('included price', 4), ('anything think', 4)]"
430,Hotel Les Bulles De Paris,"[('friendly great', 8), ('friendly staff', 7), ('staff location', 7), ('notre dame', 5), ('good location', 5)]","[('small room', 22), ('breakfast room', 5), ('bathroom small', 2), ('tea facility', 2), ('smaller expected', 2)]"
431,Acad mie H tel Saint Germain,"[('friendly staff', 16), ('staff location', 16), ('helpful friendly', 13), ('germain saint', 6), ('great staff', 6)]","[('small room', 7), ('making tea', 4), ('tea facility', 4), ('facility coffee', 4), ('bit breakfast', 4)]"
432,Plaza Tour Eiffel,"[('staff location', 5), ('eiffel tower', 4), ('friendly staff', 4), ('distance walking', 2), ('good staff', 2)]","[('coffee would', 2), ('would room', 2), ('waiting long', 2), ('coating basket', 1), ('basket respect', 1)]"
433,Park Grand London Kensington,"[('earl court', 114), ('friendly staff', 59), ('staff location', 55), ('comfortable bed', 52), ('helpful friendly', 40)]","[('small room', 45), ('slow lift', 15), ('window room', 14), ('little small', 9), ('bathroom small', 8)]"
434,Rocco Forte Brown s Hotel,"[('friendly staff', 4), ('helpful friendly', 2), ('excellent breakfast', 2), ('afternoon tea', 2), ('perfect friendly', 2)]","[('coffee room', 2), ('quantity afternoon', 1), ('afternoon personal', 1), ('personal crowded', 1), ('crowded enough', 1)]"
435,Royal Hotel Champs Elys es,"[('staff location', 14), ('good location', 8), ('friendly staff', 8), ('triomphe arc', 5), ('arc champ', 5)]","[('fi wi', 6), ('small room', 3), ('channel tv', 2), ('coffee room', 2), ('ant room', 2)]"
436,Best Western Allegro Nation,"[('nice clean', 3), ('clean good', 2), ('comfortable bed', 2), ('fairly price', 1), ('price friendly', 1)]","[('leave hotel', 1), ('hotel policy', 1), ('policy weird', 1), ('weird considering', 1), ('pay wifi', 1)]"
437,Prince de Galles a Luxury Collection hotel Paris,"[('feel excellent', 2), ('friendly staff', 2), ('service excellent', 2), ('service location', 2), ('scene la', 1)]","[('small room', 2), ('properly console', 1), ('console vacuumed', 1), ('vacuumed dust', 1), ('dust mirror', 1)]"
438,The Beaufort,"[('friendly staff', 8), ('staff location', 8), ('helpful staff', 6), ('helpful friendly', 4), ('complementary afternoon', 3)]","[('small room', 6), ('lift floor', 2), ('fifth floor', 2), ('elevator slow', 2), ('perfect everything', 2)]"
439,H tel La Parizienne by Elegancia,"[('friendly staff', 5), ('friendly good', 4), ('helpful friendly', 4), ('comfortable bed', 4), ('bed friendly', 3)]","[('small room', 8), ('making tea', 3), ('tea facility', 3), ('facility coffee', 3), ('probably non', 2)]"
440,Madeleine Plaza,"[('staff location', 8), ('madeleine church', 4), ('helpful friendly', 4), ('good staff', 4), ('room location', 3)]","[('small room', 6), ('plug near', 2), ('breakfast room', 2), ('little small', 2), ('bit small', 2)]"
441,Blakes Hotel,"[('friendly staff', 4), ('staff location', 3), ('food staff', 2), ('great room', 2), ('drink comfy', 2)]","[('quality size', 2), ('size lift', 2), ('small room', 2), ('burn sticky', 1), ('sticky blanket', 1)]"
442,Castille Paris Starhotels Collezione,"[('staff location', 11), ('friendly staff', 9), ('great location', 4), ('clean friendly', 3), ('good location', 3)]","[('small room', 8), ('inconvenience fair', 1), ('fair obviously', 1), ('obviously amount', 1), ('amount control', 1)]"
443,H tel D Aubusson,"[('room staff', 9), ('staff location', 9), ('helpful friendly', 8), ('great hotel', 7), ('great room', 7)]","[('liked everything', 3), ('bathroom small', 3), ('better could', 3), ('expensive breakfast', 2), ('price breakfast', 2)]"
444,Hotel Oscar,"[('excellent comfortable', 4), ('room location', 3), ('staff location', 3), ('good room', 2), ('nice clean', 2)]","[('reception hotel', 2), ('microwave appeared', 1), ('appeared wasnt', 1), ('wasnt website', 1), ('website smaller', 1)]"
445,Best Western Bretagne Montparnasse,"[('friendly staff', 11), ('close station', 5), ('staff location', 5), ('great good', 4), ('distance walking', 4)]","[('small room', 10), ('size room', 3), ('fi wi', 2), ('little small', 2), ('safe room', 2)]"
446,The Westbridge Hotel,"[('friendly staff', 13), ('comfortable bed', 13), ('room staff', 13), ('helpful friendly', 11), ('clean friendly', 8)]","[('small room', 10), ('little room', 4), ('sausage bacon', 4), ('pillow hard', 4), ('open window', 3)]"
447,Courthouse Hotel Shoreditch,"[('comfortable bed', 7), ('friendly staff', 5), ('friendly room', 4), ('helpful friendly', 4), ('original feature', 3)]","[('reason swimming', 2), ('closed bar', 2), ('could room', 2), ('bouncer smile', 1), ('smile welcoming', 1)]"
448,ME London by Melia,"[('friendly staff', 10), ('stk radio', 9), ('room staff', 9), ('helpful friendly', 8), ('staff location', 8)]","[('corridor dark', 7), ('radio rooftop', 3), ('hotel room', 3), ('expensive breakfast', 3), ('radio get', 2)]"
449,Grange Clarendon Hotel,"[('staff location', 13), ('good room', 12), ('room staff', 11), ('comfortable bed', 8), ('room location', 8)]","[('small room', 6), ('expensive breakfast', 5), ('price breakfast', 5), ('conditioning air', 5), ('fi wi', 3)]"
450,Hotel Indigo London Kensington,"[('earl court', 17), ('staff location', 13), ('friendly staff', 13), ('room staff', 7), ('helpful staff', 6)]","[('small room', 9), ('pillow hard', 3), ('anything think', 3), ('little small', 3), ('conditioning air', 3)]"
451,Novotel Paris 17,"[('comfortable bed', 4), ('breakfast good', 3), ('friendly staff', 3), ('good hotel', 2), ('comfortable nice', 2)]","[('metro station', 2), ('traffic paris', 2), ('pop temporary', 1), ('temporary occupied', 1), ('occupied group', 1)]"
452,Rafayel Hotel Spa,"[('spacious room', 13), ('clean room', 11), ('comfortable bed', 10), ('clapham junction', 10), ('room staff', 9)]","[('clapham junction', 6), ('tv working', 3), ('pool small', 3), ('helicopter pad', 3), ('cold hot', 3)]"
453,Norfolk Towers Paddington,"[('staff location', 38), ('comfortable bed', 35), ('friendly staff', 33), ('breakfast good', 25), ('close station', 25)]","[('small room', 82), ('slow lift', 23), ('bit small', 13), ('bathroom small', 13), ('working lift', 11)]"
454,Artus Hotel by MH,"[('staff location', 6), ('desk front', 2), ('great staff', 2), ('booked fell', 1), ('fell restaurant', 1)]","[('size room', 2), ('soaked seal', 1), ('seal st', 1), ('st complained', 1), ('complained fixed', 1)]"
455,Best Western Premier Kapital Op ra,"[('helpful staff', 7), ('room staff', 5), ('great room', 4), ('lovely room', 4), ('bathroom comfy', 4)]","[('small room', 16), ('bit small', 5), ('expensive breakfast', 4), ('breakfast room', 4), ('typical paris', 3)]"
456,Timhotel Op ra Blanche Fontaine,"[('moulin rouge', 12), ('clean friendly', 4), ('comfortable clean', 3), ('good staff', 3), ('bed clean', 3)]","[('slow wifi', 3), ('recognize gate', 1), ('gate mine', 1), ('mine elevator', 1), ('elevator friendly', 1)]"
457,H tel Amastan Paris,"[('good location', 2), ('friendly staff', 2), ('amsterdam correct', 1), ('correct information', 1), ('information question', 1)]","[('small breakfast', 2), ('small room', 2), ('handing register', 1), ('register time', 1), ('time key', 1)]"
458,H tel Gustave,"[('eiffel tower', 12), ('staff location', 7), ('clean room', 5), ('friendly staff', 5), ('helpful friendly', 4)]","[('small room', 8), ('eiffel tower', 2), ('suck thats', 1), ('thats french', 1), ('french cant', 1)]"
459,Best Western Maitrise Hotel Edgware Road,"[('good location', 11), ('comfy bed', 9), ('comfortable bed', 8), ('bed clean', 5), ('room location', 4)]","[('small room', 6), ('window room', 5), ('tiny room', 4), ('crossing pedestrian', 3), ('noisy bit', 2)]"
460,Georgian House Hotel,"[('breakfast friendly', 13), ('friendly staff', 10), ('excellent breakfast', 9), ('good location', 8), ('helpful breakfast', 7)]","[('small room', 7), ('main building', 3), ('stair top', 3), ('little bathroom', 2), ('climb stair', 2)]"
461,Best Western Tour Eiffel Invalides,"[('staff location', 4), ('helpful friendly', 4), ('comfortable bed', 3), ('extremely comfortable', 2), ('bed clean', 2)]","[('elevator small', 2), ('commented review', 1), ('review already', 1), ('already overall', 1), ('pipe drain', 1)]"
462,The Chesterfield Mayfair,"[('staff location', 18), ('friendly staff', 17), ('service excellent', 10), ('comfortable bed', 8), ('breakfast great', 7)]","[('small room', 17), ('bathroom small', 9), ('mini bar', 3), ('bit small', 3), ('wish longer', 2)]"
463,My Chelsea,"[('staff location', 15), ('comfortable bed', 13), ('comfy bed', 12), ('friendly staff', 9), ('south kensington', 8)]","[('small room', 10), ('bed small', 4), ('bit bed', 4), ('working wifi', 3), ('soft bit', 2)]"
464,Eiffel Trocad ro,"[('eiffel tower', 12), ('great location', 6), ('nice great', 4), ('staff location', 4), ('comfortable bed', 4)]","[('eiffel tower', 3), ('small room', 3), ('star hotel', 2), ('space small', 2), ('size room', 2)]"
465,Hotel Saint Petersbourg Opera,"[('staff location', 19), ('comfortable clean', 8), ('friendly staff', 8), ('good location', 7), ('good staff', 6)]","[('small room', 8), ('anything think', 3), ('bed small', 3), ('little bit', 3), ('people small', 2)]"
466,H tel Champs lys es Plaza,"[('staff location', 5), ('friendly staff', 4), ('great staff', 3), ('restaurant excellent', 2), ('upgrade suite', 2)]","[('revving honking', 1), ('honking led', 1), ('led turning', 1), ('turning club', 1), ('pouyer conciergerie', 1)]"
467,Melia Paris Tour Eiffel,"[('helpful friendly', 2), ('friendly staff', 2), ('good location', 2), ('nice bed', 2), ('clean room', 2)]","[('hr total', 1), ('total flight', 1), ('flight till', 1), ('till pm', 1), ('warm air', 1)]"
468,Timhotel Op ra Grands Magasins,"[('nice clean', 4), ('money value', 3), ('good room', 3), ('good location', 3), ('great room', 2)]","[('bar would', 2), ('blanche tim', 1), ('tim nespresso', 1), ('nespresso refrigerator', 1), ('refrigerator queen', 1)]"
469,Dukes Hotel,"[('breakfast good', 2), ('great staff', 2), ('question helped', 2), ('excellent location', 2), ('service excellent', 2)]","[('slow service', 2), ('price bar', 2), ('restaurant hotel', 2), ('masculine body', 1), ('body wash', 1)]"
470,Radisson Blu Edwardian Berkshire,"[('staff location', 49), ('friendly staff', 19), ('good staff', 13), ('great staff', 13), ('friendly great', 13)]","[('small room', 40), ('size room', 5), ('socket plug', 4), ('quite small', 4), ('pillow hard', 3)]"
471,Pestana Chelsea Bridge Hotel Spa,"[('clean room', 14), ('room location', 14), ('comfortable clean', 11), ('comfortable bed', 11), ('good room', 10)]","[('expensive breakfast', 7), ('hard bed', 5), ('bus tube', 4), ('price breakfast', 3), ('better could', 3)]"
472,Arbor Hyde Park,"[('lancaster gate', 23), ('hyde park', 19), ('comfortable bed', 16), ('breakfast good', 15), ('breakfast room', 14)]","[('small room', 18), ('bit small', 4), ('menu limited', 3), ('club room', 3), ('bed small', 3)]"
473,Mercure Paris Porte De Versailles Expo,"[('breakfast good', 2), ('hardfor orderd', 1), ('orderd assistance', 1), ('assistance catch', 1), ('catch order', 1)]","[('dated broke', 1), ('broke handle', 1), ('handle locked', 1), ('locked switch', 1), ('point accumulating', 1)]"
474,Great St Helen Hotel,"[('good location', 21), ('clean room', 12), ('great location', 11), ('staff location', 10), ('friendly staff', 9)]","[('small room', 59), ('bed small', 11), ('site building', 7), ('breakfast room', 6), ('tiny room', 6)]"
475,Hotel Whistler,"[('nord du', 5), ('du gare', 3), ('quaintness would', 1), ('would really', 1), ('really others', 1)]","[('small room', 2), ('small lobby', 1), ('lobby without', 1), ('without star', 1), ('star view', 1)]"
476,Hotel Georgette,"[('comfortable bed', 2), ('vincent superb', 1), ('customer feel', 1), ('feel solo', 1), ('solo welcomed', 1)]","[('small room', 2), ('vincent grateful', 1), ('grateful exception', 1), ('exception clear', 1), ('clear child', 1)]"
477,Westside Arc de Triomphe Hotel,"[('helpful friendly', 11), ('triomphe arc', 10), ('staff location', 9), ('good location', 6), ('great staff', 6)]","[('small room', 6), ('bathroom small', 3), ('elevator small', 3), ('triomphe arc', 2), ('hotel room', 2)]"
478,Etoile Saint Ferdinand,"[('cheese wine', 8), ('friendly staff', 7), ('staff location', 5), ('hour happy', 3), ('metro restaurant', 2)]","[('enter disturb', 2), ('corridor elevator', 2), ('bathroom supply', 1), ('supply opening', 1), ('opening fully', 1)]"
479,H tel Saint Marc,"[('great room', 3), ('beautifully decorated', 2), ('clean helpful', 2), ('attention detail', 2), ('room staff', 2)]","[('could breakfast', 2), ('bit room', 2), ('amenity number', 1), ('number swimming', 1), ('swimming overpriced', 1)]"
480,United Lodge Hotel and Apartments,"[('friendly staff', 11), ('comfy bed', 6), ('bed clean', 4), ('clean room', 4), ('helpful staff', 4)]","[('small room', 5), ('bathroom small', 2), ('bit small', 2), ('shared bathroom', 2), ('smell bad', 2)]"
481,H tel Le Walt,"[('eiffel tower', 4), ('great room', 2), ('tower top', 2), ('staff location', 2), ('room location', 2)]","[('small room', 3), ('addressed spot', 1), ('spot quickly', 1), ('quickly dirty', 1), ('dirty bit', 1)]"
482,H tel Le Royal Monceau Raffles Paris,"[('personnel leisure', 1), ('leisure arranged', 1), ('arranged separate', 1), ('separate nicely', 1), ('courtyard eye', 1)]","[('picky negative', 1), ('negative say', 1), ('say came', 1), ('came great', 1), ('turnon cleanleas', 1)]"
483,Eccleston Square Hotel,"[('tech high', 7), ('friendly staff', 6), ('comfortable bed', 5), ('comfy bed', 4), ('staff location', 4)]","[('small room', 13), ('room would', 2), ('tea room', 2), ('little small', 2), ('utter disorganized', 1)]"
484,Nottingham Place Hotel,"[('staff location', 10), ('helpful friendly', 8), ('comfy bed', 7), ('friendly staff', 6), ('great staff', 5)]","[('small room', 4), ('work really', 2), ('slow wifi', 2), ('lift work', 2), ('light well', 2)]"
485,Hotel Claridge Paris,"[('staff location', 18), ('friendly staff', 11), ('helpful friendly', 9), ('good location', 6), ('room location', 6)]","[('small room', 6), ('poor service', 2), ('old little', 2), ('bad wifi', 2), ('wifi service', 2)]"
486,Strand Palace Hotel,"[('staff location', 176), ('great location', 115), ('good location', 106), ('friendly staff', 98), ('helpful friendly', 69)]","[('small room', 149), ('conditioning air', 33), ('bed small', 22), ('air room', 20), ('price bar', 19)]"
487,H tel L Echiquier Op ra Paris MGallery by Sofitel,"[('comfortable bed', 6), ('good staff', 4), ('comfortable nice', 3), ('staff location', 3), ('friendly good', 3)]","[('channel english', 2), ('check star', 1), ('star learned', 1), ('learned apply', 1), ('apply lesson', 1)]"
488,H tel De Castiglione,"[('room location', 8), ('staff location', 6), ('helpful friendly', 4), ('friendly staff', 4), ('good room', 4)]","[('renovation entrance', 2), ('site construction', 2), ('wait lift', 2), ('area reception', 2), ('poor breakfast', 2)]"
489,Hilton London Olympia,"[('friendly staff', 36), ('staff location', 22), ('helpful staff', 21), ('comfortable bed', 20), ('breakfast good', 18)]","[('small room', 8), ('free wifi', 7), ('tired need', 6), ('fi wi', 6), ('ceiling low', 4)]"
490,Grange Buckingham Hotel,"[('friendly good', 2), ('good room', 2), ('clean room', 2), ('room staff', 2), ('excellent comfortable', 2)]","[('door ride', 1), ('ride plus', 1), ('plus fire', 1), ('fire sometimes', 1), ('footer sided', 1)]"
491,The Cleveland,"[('friendly staff', 9), ('room staff', 7), ('staff location', 6), ('helpful friendly', 6), ('comfortable bed', 5)]","[('small room', 6), ('stair lift', 3), ('carry heavy', 2), ('watch tv', 2), ('pan kitchenette', 2)]"
492,Dorset Square Hotel,"[('clean friendly', 3), ('breakfast great', 3), ('hotel staff', 3), ('staff location', 3), ('comfortable bed', 3)]","[('small room', 6), ('bed small', 3), ('making tea', 2), ('leafy firmdale', 1), ('firmdale star', 1)]"
493,Edouard 7 Paris Op ra,"[('staff location', 11), ('friendly staff', 7), ('friendly great', 5), ('breakfast friendly', 4), ('extremely helpful', 4)]","[('omelet breakfast', 2), ('tea coffee', 2), ('small room', 2), ('bar small', 2), ('eiffel tower', 1)]"
494,Renaissance Paris Arc de Triomphe Hotel,"[('staff location', 4), ('excellent helpful', 2), ('good staff', 2), ('spot center', 1), ('parkering description', 1)]","[('look picture', 1), ('picture half', 1), ('half different', 1), ('different pm', 1), ('odd oreo', 1)]"
495,Rubens At The Palace,"[('friendly staff', 35), ('staff location', 26), ('helpful friendly', 18), ('buckingham palace', 17), ('breakfast friendly', 13)]","[('small room', 27), ('price bar', 5), ('longer stay', 3), ('size room', 3), ('little room', 3)]"
496,every hotel Piccadilly,"[('staff location', 43), ('friendly staff', 21), ('helpful friendly', 20), ('great location', 17), ('room staff', 14)]","[('small room', 8), ('little bit', 4), ('could breakfast', 3), ('lovely overall', 2), ('location bit', 2)]"
497,Millennium Gloucester Hotel London,"[('staff location', 73), ('good location', 64), ('comfortable bed', 58), ('room location', 48), ('great location', 46)]","[('free wifi', 22), ('fi wi', 14), ('old need', 12), ('alarm fire', 10), ('bit room', 10)]"
498,Novotel Suites Paris Expo Porte de Versailles,"[('clean room', 7), ('metro station', 7), ('friendly staff', 5), ('nice clean', 5), ('near metro', 4)]","[('food expensive', 2), ('expensive hotel', 2), ('one hotel', 2), ('toilet bathroom', 2), ('bit breakfast', 2)]"
499,K K H tel Cayr Saint Germain des Pr s,"[('staff location', 14), ('good location', 7), ('helpful friendly', 6), ('friendly staff', 6), ('great location', 6)]","[('small room', 10), ('bathroom small', 5), ('fine everything', 2), ('slightly dated', 2), ('expensive bit', 2)]"
500,Fielding Hotel,"[('staff location', 50), ('friendly staff', 26), ('helpful friendly', 21), ('covent garden', 18), ('great location', 13)]","[('small room', 9), ('steep narrow', 4), ('narrow stair', 4), ('little bed', 4), ('decor tired', 4)]"
501,DoubleTree by Hilton Hotel London Marble Arch,"[('staff location', 23), ('friendly staff', 21), ('good location', 14), ('helpful friendly', 11), ('arch marble', 10)]","[('small room', 38), ('room small', 6), ('bit small', 4), ('breakfast room', 4), ('little small', 3)]"
502,Holiday Inn London West,"[('comfortable bed', 22), ('clean room', 20), ('comfy bed', 14), ('breakfast good', 13), ('bed clean', 12)]","[('park car', 11), ('stadium wembley', 6), ('alarm fire', 4), ('charge parking', 3), ('creaky wooden', 3)]"
503,The Soho Hotel,"[('great room', 4), ('come love', 3), ('hotel room', 3), ('breakfast great', 3), ('room staff', 3)]","[('ever best', 2), ('draft beer', 1), ('beer bar', 1), ('bar could', 1), ('option carte', 1)]"
504,Le Grand H tel de Normandie,"[('excellent clean', 2), ('friendly staff', 2), ('staff location', 2), ('nice helpful', 2), ('clean friendly', 1)]","[('reno rude', 1), ('rude utterly', 1), ('utterly need', 1), ('need learn', 1), ('beacause commute', 1)]"
505,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,"[('staff location', 3), ('good staff', 2), ('breakfast staff', 2), ('nice good', 2), ('hammam patio', 1)]","[('street noisy', 2), ('hence convenient', 1), ('convenient wet', 1), ('wet seems', 1), ('seems easy', 1)]"
506,H tel de La Tamise Esprit de France,"[('friendly staff', 8), ('helpful friendly', 5), ('staff location', 3), ('great staff', 3), ('service great', 2)]","[('small room', 3), ('put drink', 1), ('drink commented', 1), ('commented coffee', 1), ('coffee tab', 1)]"
507,Buddha Bar Hotel Paris,"[('great room', 4), ('great staff', 3), ('friendly staff', 3), ('nice breakfast', 2), ('breakfast friendly', 2)]","[('music hardship', 1), ('hardship addition', 1), ('addition proof', 1), ('proof courtyard', 1), ('annex block', 1)]"
508,Le A,"[('staff location', 8), ('elysees champ', 4), ('friendly staff', 4), ('helpful friendly', 3), ('charming boutique', 2)]","[('small room', 6), ('size room', 2), ('ok everything', 1), ('network satisfactory', 1), ('satisfactory everyday', 1)]"
509,Holiday Inn Paris Notre Dame,"[('notre dame', 21), ('staff location', 11), ('excellent location', 9), ('balcony tower', 8), ('roof top', 8)]","[('small room', 13), ('drawer wardrobe', 2), ('cleaning standard', 2), ('roof top', 2), ('system heating', 2)]"
510,Mercure Paris Opera Garnier,"[('staff location', 6), ('friendly great', 4), ('helpful staff', 4), ('good location', 3), ('helpful friendly', 3)]","[('small room', 10), ('bed small', 3), ('bit small', 3), ('small breakfast', 2), ('dangerous step', 2)]"
511,Maison Albar Hotel Paris Op ra Diamond,"[('helpful friendly', 8), ('room staff', 8), ('good location', 5), ('comfortable bed', 5), ('friendly room', 5)]","[('better could', 3), ('expensive breakfast', 2), ('pool would', 2), ('service room', 2), ('happening construction', 2)]"
512,Grand H tel Du Palais Royal,"[('staff location', 13), ('friendly staff', 9), ('hotel staff', 6), ('helpful friendly', 6), ('comfortable bed', 3)]","[('small room', 7), ('better could', 3), ('bathroom small', 2), ('included breakfast', 2), ('staff breakfast', 2)]"
513,Best Western Aulivia Op ra,"[('friendly staff', 4), ('clean room', 2), ('comfortable bed', 2), ('nord du', 2), ('helpful staff', 2)]","[('small room', 5), ('everything great', 2), ('wifi work', 2), ('ear club', 1), ('club weekend', 1)]"
514,Renaissance Paris Vendome Hotel,"[('visit paris', 2), ('speak advice', 1), ('advice street', 1), ('street emphatic', 1), ('emphatic easily', 1)]","[('great restaurant', 1), ('restaurant corner', 1), ('corner paris', 1), ('paris many', 1), ('remodel ugh', 1)]"
515,Hotel Park Lane Paris,"[('staff location', 6), ('good staff', 5), ('friendly staff', 5), ('helpful friendly', 4), ('comfortable bed', 3)]","[('small room', 8), ('service room', 2), ('bathroom small', 2), ('international transport', 1), ('transport train', 1)]"
516,Little Palace Hotel,"[('staff location', 10), ('great staff', 8), ('friendly staff', 7), ('room location', 6), ('comfortable bed', 5)]","[('small room', 9), ('bit small', 4), ('bathroom small', 4), ('door bathroom', 4), ('facility coffee', 4)]"
517,Napoleon Paris,"[('staff location', 17), ('great location', 6), ('friendly staff', 6), ('good staff', 5), ('thing every', 5)]","[('small room', 11), ('smell bad', 3), ('breakfast room', 3), ('size room', 3), ('tea coffee', 2)]"
518,Andaz London Liverpool Street,"[('friendly staff', 15), ('comfortable bed', 11), ('helpful friendly', 10), ('service excellent', 8), ('excellent breakfast', 8)]","[('small room', 4), ('open window', 3), ('bath room', 3), ('window small', 2), ('board iron', 2)]"
519,Novotel London Canary Wharf,"[('amazing view', 5), ('view breakfast', 4), ('london view', 4), ('view nice', 3), ('top floor', 3)]","[('small room', 3), ('canary wharf', 2), ('couple maybe', 2), ('little small', 2), ('stay canary', 1)]"
520,H tel de Lille,"[('staff location', 10), ('musee orsay', 7), ('nice great', 6), ('great hotel', 6), ('friendly staff', 6)]","[('small room', 12), ('bit small', 3), ('small hotel', 2), ('expensive small', 2), ('small breakfast', 2)]"
521,H tel Concorde Montparnasse,"[('staff location', 18), ('eiffel tower', 16), ('good location', 14), ('comfortable bed', 14), ('comfy bed', 12)]","[('small room', 12), ('expensive breakfast', 10), ('paper cup', 6), ('anything think', 4), ('enough staff', 4)]"
522,Suites H tel Helzear Montparnasse,"[('staff location', 4), ('friendly staff', 3), ('really nice', 2), ('friendly great', 2), ('great staff', 2)]","[('small room', 2), ('br tax', 1), ('tax prepaid', 1), ('prepaid paid', 1), ('paid kitchen', 1)]"
523,Renaissance Paris Republique Hotel Spa,"[('newness overall', 1), ('overall modern', 1), ('modern facility', 1), ('facility service', 1), ('slow party', 1)]","[('taken teaspoon', 1), ('teaspoon coffee', 1), ('coffee capsule', 1), ('capsule replacement', 1), ('faff snack', 1)]"
