,Hotel_name,Positive_summary,Negative_summary
201,D clic Hotel,"[('nice hotel', 2), ('clean room', 2), ('small comfortable', 2), ('comfortable clean', 2), ('hotel staff', 2)]","[('better could', 2), ('dust much', 1), ('much room', 1), ('stargazer one', 1), ('one original', 1)]"
202,Villa d Estr es,"[('cute fun', 1), ('fun seventh', 1), ('seventh im', 1), ('im chosen', 1), ('plenty suggestion', 1)]","[('renovation need', 2), ('ac operable', 1), ('operable irish', 1), ('irish noise', 1), ('noise june', 1)]"
203,Bulgari Hotel London,"[('helpful staff', 2), ('sweet junior', 1), ('junior world', 1), ('world gorgeous', 1), ('gorgeous general', 1)]","[('list improve', 1), ('improve wine', 1), ('accurate grade', 1), ('grade lower', 1), ('lower saw', 1)]"
204,Novotel London Greenwich,"[('helpful friendly', 21), ('friendly staff', 18), ('location staff', 18), ('great location', 14), ('helpful staff', 11)]","[('car park', 4), ('basin wash', 3), ('price breakfast', 3), ('hard pillow', 3), ('buffet little', 2)]"
205,Park Avenue Baker Street,"[('good location', 48), ('great location', 23), ('location staff', 22), ('comfortable clean', 17), ('location room', 15)]","[('small room', 25), ('across road', 6), ('alarm fire', 5), ('lift top', 5), ('service room', 4)]"
206,Hotel Plaza Elys es,"[('good location', 5), ('location staff', 5), ('clean helpful', 4), ('great location', 4), ('elysee champ', 2)]","[('expensive breakfast', 2), ('little bit', 2), ('space premium', 1), ('premium tight', 1), ('tight crowded', 1)]"
207,Hotel Champs Elys es Friedland by Happyculture,"[('location staff', 7), ('friendly staff', 5), ('helpful friendly', 3), ('breakfast location', 3), ('great location', 3)]","[('small room', 3), ('definitely would', 1), ('mirror otherwise', 1), ('otherwise toilet', 1), ('toilet bedroom', 1)]"
208,Malmaison London,"[('comfy bed', 21), ('comfortable bed', 18), ('helpful friendly', 15), ('good location', 14), ('friendly staff', 14)]","[('outside noise', 5), ('liked everything', 4), ('building outside', 4), ('small room', 4), ('alarm fire', 3)]"
209,The Park City Grand Plaza Kensington Hotel,"[('location staff', 9), ('clean friendly', 7), ('location room', 6), ('friendly staff', 6), ('good location', 5)]","[('expensive london', 3), ('breakfast room', 2), ('better could', 2), ('nice breakfast', 2), ('fast slow', 1)]"
210,Park Plaza London Riverbank,"[('friendly staff', 54), ('location staff', 48), ('great location', 46), ('good location', 39), ('helpful friendly', 35)]","[('building work', 18), ('view room', 13), ('site building', 11), ('door next', 10), ('expensive breakfast', 9)]"
211,Pullman Paris Tour Eiffel,"[('eiffel tower', 83), ('location staff', 33), ('great location', 26), ('tower view', 23), ('amazing view', 23)]","[('eiffel tower', 11), ('chair balcony', 6), ('balcony table', 4), ('small room', 4), ('expensive little', 3)]"
212,Danubius Hotel Regents Park,"[('friendly staff', 21), ('cricket lord', 20), ('helpful friendly', 12), ('location staff', 10), ('comfortable bed', 10)]","[('better could', 3), ('could hotel', 3), ('view room', 3), ('junior strange', 2), ('carpet tired', 2)]"
213,Hotel Bachaumont,"[('location staff', 5), ('hotel location', 4), ('bar location', 4), ('clean helpful', 3), ('helpful friendly', 3)]","[('bit small', 3), ('small room', 3), ('tea coffee', 2), ('room small', 2), ('disclaimer vibration', 1)]"
214,Franklin Roosevelt,"[('location staff', 7), ('great location', 7), ('hotel location', 2), ('staff room', 2), ('mr vincent', 2)]","[('heating high', 2), ('consequently morning', 1), ('morning compensate', 1), ('compensate led', 1), ('led wasnt', 1)]"
215,H tel Horset Op ra Best Western Premier Collection,"[('great location', 10), ('helpful friendly', 7), ('good location', 6), ('location staff', 6), ('friendly staff', 5)]","[('small room', 6), ('fi wi', 3), ('breakfast staff', 2), ('eating facility', 2), ('paid got', 1)]"
216,Best Western Paris Gare Saint Lazare,"[('good location', 4), ('location staff', 3), ('friendly good', 2), ('good breakfast', 2), ('great location', 2)]","[('small room', 6), ('little bit', 2), ('fairy deceiving', 1), ('deceiving coat', 1), ('coat paint', 1)]"
217,Splendide Royal Paris,"[('new extremely', 1), ('extremely clean', 1), ('clean helpful', 1), ('helpful staff', 1), ('way arguably', 1)]","[('five understand', 1), ('understand almost', 1), ('almost concierge', 1), ('concierge star', 1), ('may diverted', 1)]"
218,The Rockwell,"[('earl court', 33), ('friendly staff', 24), ('helpful friendly', 13), ('location staff', 12), ('staff room', 11)]","[('small room', 13), ('shower small', 4), ('cubicle shower', 3), ('price little', 3), ('shower could', 3)]"
219,The LaLit London,"[('nice clean', 2), ('senior management', 1), ('management stylish', 1), ('stylish professional', 1), ('professional building', 1)]","[('aiming newly', 1), ('newly idea', 1), ('idea whilst', 1), ('whilst opened', 1), ('stressful johannesburg', 1)]"
220,Mercure Paris Alesia,"[('access easy', 3), ('metro close', 3), ('modern clean', 3), ('friendly staff', 3), ('easy metro', 2)]","[('small room', 6), ('problem reoccured', 1), ('reoccured fixed', 1), ('fixed brakefast', 1), ('brakefast hot', 1)]"
221,Courthouse Hotel London,"[('great location', 51), ('location staff', 36), ('location room', 21), ('hotel location', 18), ('good location', 18)]","[('comfortable bed', 6), ('small room', 4), ('terrace roof', 3), ('star old', 3), ('bed room', 3)]"
222,Best Western The Boltons Hotel London Kensington,"[('earl court', 39), ('good location', 20), ('station close', 15), ('good breakfast', 14), ('comfortable bed', 13)]","[('small room', 37), ('bit small', 9), ('bed room', 4), ('tiny room', 4), ('small bed', 4)]"
223,Radisson Blu Edwardian Sussex,"[('location staff', 44), ('helpful friendly', 22), ('great location', 19), ('good breakfast', 17), ('good location', 15)]","[('small room', 57), ('bathroom small', 8), ('tiny room', 7), ('bit small', 5), ('room small', 5)]"
224,Hotel The Peninsula Paris,"[('service staff', 2), ('service excellent', 2), ('best service', 2), ('smoth appriciate', 1), ('appriciate im', 1)]","[('faiult single', 1), ('single find', 1), ('find could', 1), ('looby seat', 1), ('seat simple', 1)]"
225,Le Narcisse Blanc Spa,"[('spa pool', 2), ('friendly staff', 2), ('perfect everything', 2), ('helpful friendly', 2), ('decision according', 1)]","[('expensive breakfast', 2), ('bath foolishly', 1), ('foolishly useable', 1), ('useable clever', 1), ('clever operate', 1)]"
226,The Pillar Hotel,"[('clean helpful', 3), ('clean room', 3), ('comfortable clean', 3), ('hotel staff', 2), ('standard high', 2)]","[('restaurant bar', 2), ('liked everything', 2), ('hard pillow', 2), ('like hendon', 1), ('hendon favor', 1)]"
227,Crowne Plaza London The City,"[('friendly great', 6), ('helpful friendly', 6), ('helpful breakfast', 5), ('great location', 5), ('good location', 5)]","[('bar service', 2), ('conditioning noisy', 2), ('noisy air', 2), ('liked everything', 2), ('reservation restaurant', 1)]"
228,H tel Les Dames du Panth on,"[('clean helpful', 3), ('great location', 3), ('helpful friendly', 2), ('lovely clean', 2), ('clean great', 2)]","[('small room', 4), ('paris small', 2), ('little small', 2), ('odd avoid', 1), ('avoid obviously', 1)]"
229,H tel Victor Hugo Paris Kl ber,"[('location staff', 3), ('great location', 3), ('distance walking', 2), ('hugo victor', 2), ('helpful friendly', 2)]","[('small room', 3), ('rrefrigerator turned', 1), ('turned trained', 1), ('trained purpose', 1), ('purpose arrived', 1)]"
230,Grand Hotel Saint Michel,"[('great location', 6), ('friendly staff', 5), ('good location', 4), ('clean great', 4), ('desk front', 4)]","[('small room', 7), ('hard pillow', 3), ('would small', 2), ('perfect everything', 2), ('bit small', 2)]"
231,Hotel Maison Ath n e,"[('location staff', 6), ('excellent helpful', 2), ('helpful great', 2), ('great location', 2), ('parisienne opera', 1)]","[('small room', 5), ('housekeeper drain', 1), ('drain sunday', 1), ('sunday sink', 1), ('sink coming', 1)]"
232,Relais Du Louvre,"[('location staff', 7), ('location room', 3), ('friendly location', 3), ('notre dame', 2), ('dame louvre', 2)]","[('small room', 6), ('size room', 2), ('decaf two', 1), ('two packet', 1), ('packet coffee', 1)]"
233,Pullman Paris Montparnasse,"[('great breakfast', 6), ('breakfast location', 6), ('comfy bed', 6), ('hotel location', 5), ('good location', 5)]","[('impersonal existent', 2), ('busy buffet', 2), ('tea coffee', 2), ('centre bad', 2), ('poor breakfast', 2)]"
234,Best Western Ducs de Bourgogne,"[('location staff', 10), ('good location', 9), ('helpful friendly', 7), ('great location', 6), ('friendly staff', 4)]","[('small room', 4), ('thin hear', 3), ('norm paris', 2), ('building work', 2), ('hear wall', 2)]"
235,Best Western Premier Op ra Opal,"[('location staff', 14), ('great location', 6), ('staff room', 5), ('comfortable nice', 4), ('perfect location', 4)]","[('top floor', 2), ('hear metro', 2), ('hear underground', 2), ('small room', 2), ('fi wi', 2)]"
236,Amarante Champs Elys es,"[('location staff', 12), ('great location', 6), ('elysees champ', 4), ('excellent location', 4), ('staff room', 3)]","[('furniture old', 3), ('slow wifi', 3), ('old portable', 2), ('carpet dirty', 2), ('renovation need', 2)]"
237,The Gore Hotel Starhotels Collezione,"[('albert hall', 42), ('royal albert', 38), ('location staff', 16), ('helpful friendly', 15), ('friendly staff', 14)]","[('tea coffee', 18), ('coffee facility', 12), ('making tea', 12), ('facility room', 9), ('small room', 5)]"
238,The Hoxton Holborn,"[('great location', 21), ('location staff', 16), ('hotel location', 10), ('restaurant bar', 8), ('attention detail', 8)]","[('small room', 36), ('bathroom small', 6), ('little small', 5), ('bit small', 4), ('open window', 4)]"
239,Mercure London Kensington Hotel,"[('good breakfast', 23), ('good location', 18), ('location staff', 17), ('comfortable bed', 15), ('friendly staff', 14)]","[('small room', 17), ('bit small', 6), ('size room', 5), ('working lift', 4), ('little room', 4)]"
240,Royal Garden Hotel,"[('location staff', 32), ('great location', 18), ('royal albert', 15), ('good location', 15), ('hotel location', 14)]","[('fi wi', 12), ('wifi free', 12), ('small room', 10), ('paid wifi', 5), ('duvet thin', 4)]"
241,Boundary Rooms Suites,"[('breakfats tthe', 1), ('tthe friendliest', 1), ('friendliest surely', 1), ('surely encountered', 1), ('afro girl', 1)]","[('virtually warned', 1), ('warned existent', 1), ('existent non', 1), ('non street', 1), ('poor ft', 1)]"
242,H tel Ad le Jules,"[('great staff', 3), ('quiet comfortable', 2), ('friendly great', 2), ('staff room', 2), ('clean friendly', 2)]","[('coffee machine', 1), ('machine sit', 1), ('sit balcony', 1), ('balcony euro', 1), ('unbearable suitcase', 1)]"
243,Grange White Hall Hotel,"[('great location', 9), ('good location', 8), ('friendly staff', 8), ('clean friendly', 5), ('location staff', 5)]","[('small room', 5), ('little small', 3), ('included price', 3), ('price breakfast', 3), ('someone else', 2)]"
244,Hilton London Bankside,"[('friendly staff', 18), ('helpful friendly', 17), ('location staff', 14), ('comfortable bed', 13), ('helpful staff', 13)]","[('window view', 6), ('expensive breakfast', 6), ('drink expensive', 5), ('view room', 5), ('anything think', 5)]"
245,DoubleTree by Hilton London Ealing,"[('friendly staff', 33), ('helpful friendly', 18), ('comfortable clean', 14), ('helpful staff', 12), ('value money', 9)]","[('small room', 30), ('charge parking', 6), ('noisy air', 5), ('bathroom small', 5), ('everything good', 4)]"
246,Molitor Paris MGallery by Sofitel,"[('swimming pool', 7), ('spa pool', 4), ('pool amazing', 3), ('roof top', 2), ('biking lap', 1)]","[('incorrectly sloppy', 1), ('sloppy disappeared', 1), ('disappeared overcharged', 1), ('overcharged adapter', 1), ('tag noon', 1)]"
247,First Hotel Paris Tour Eiffel,"[('eiffel tower', 5), ('location staff', 4), ('helpful friendly', 4), ('tower across', 2), ('good location', 2)]","[('drawback chosen', 1), ('chosen ran', 1), ('ran still', 1), ('still train', 1), ('leaning inadequate', 1)]"
248,DoubleTree by Hilton London Victoria,"[('station close', 26), ('helpful friendly', 22), ('location staff', 22), ('great location', 20), ('good breakfast', 20)]","[('small room', 10), ('open window', 5), ('hard bed', 5), ('service room', 4), ('anything think', 4)]"
249,St Ermin s Hotel Autograph Collection,"[('hotel location', 11), ('location staff', 9), ('great location', 9), ('helpful friendly', 8), ('comfortable bed', 7)]","[('small room', 7), ('could breakfast', 4), ('bathroom small', 3), ('liked everything', 3), ('hot water', 3)]"
250,Montagu Place Hotel,"[('location staff', 7), ('comfortable clean', 2), ('presented beautifully', 2), ('molton brown', 2), ('good location', 2)]","[('small room', 3), ('lift little', 1), ('little small', 1), ('mirror jutting', 1), ('jutting difficult', 1)]"
251,H tel Regina,"[('location staff', 28), ('eiffel tower', 11), ('friendly location', 7), ('helpful friendly', 6), ('friendly staff', 6)]","[('perfect everything', 3), ('price breakfast', 3), ('could breakfast', 3), ('included breakfast', 3), ('fault anything', 2)]"
252,Mercure Paris Gare De Lyon TGV,"[('lyon gare', 51), ('gare de', 42), ('location staff', 16), ('good location', 13), ('great location', 10)]","[('small room', 19), ('bit small', 4), ('gare de', 4), ('paper cup', 3), ('lyon gare', 3)]"
253,Villa Montparnasse,"[('rochereau denfert', 4), ('location staff', 4), ('helpful friendly', 3), ('african montparnasse', 2), ('montparnasse theme', 2)]","[('small room', 2), ('hooked splashed', 1), ('splashed hose', 1), ('hose panel', 1), ('panel standing', 1)]"
254,H tel des Champs Elys es,"[('location staff', 14), ('helpful friendly', 10), ('good location', 9), ('great location', 8), ('friendly staff', 8)]","[('small room', 6), ('nearby expensive', 2), ('expensive small', 2), ('making tea', 2), ('difficult light', 2)]"
255,Lyric H tel Paris,"[('great location', 3), ('nice clean', 3), ('everything hotel', 2), ('lovely bed', 2), ('clean helpful', 2)]","[('paris little', 2), ('pricey everywhere', 1), ('everywhere paris', 1), ('unusual lighting', 1), ('lighting problem', 1)]"
256,Hotel Design Secret de Paris,"[('helpful friendly', 6), ('friendly staff', 6), ('helpful staff', 3), ('staff room', 2), ('comfortable helpful', 2)]","[('small room', 4), ('ventilated privacy', 1), ('privacy using', 1), ('using fact', 1), ('fact give', 1)]"
257,Hotel Dupond Smith,"[('upscale perfection', 1), ('perfection exceeded', 1), ('exceeded quaint', 1), ('quaint nicest', 1), ('fantastic modern', 1)]","[('small room', 2), ('fold couch', 1), ('couch otherwise', 1), ('otherwise needed', 1), ('needed pillow', 1)]"
258,Okko Hotels Paris Porte De Versailles,"[('afternoon snack', 1), ('snack welcome', 1), ('welcome new', 1), ('new super', 1), ('brand nuxe', 1)]","[('sight main', 1), ('main far', 1), ('far city', 1), ('city bit', 1), ('car ticket', 1)]"
259,La Villa Royale,"[('moulin rouge', 3), ('location room', 2), ('location staff', 2), ('yves whirpool', 1), ('whirpool laurent', 1)]","[('red district', 2), ('outside noise', 2), ('conection internet', 1), ('internet thing', 1), ('thing poor', 1)]"
260,Hotel Indigo Paris Opera,"[('location staff', 12), ('great location', 6), ('hotel location', 3), ('friendly location', 3), ('staff room', 3)]","[('poor price', 2), ('price breakfast', 2), ('poor breakfast', 2), ('conditioner turn', 1), ('turn automaticly', 1)]"
261,Villa Opera Drouot,"[('helpful staff', 3), ('desk front', 2), ('friendly good', 2), ('good location', 2), ('great location', 2)]","[('small room', 2), ('unlock suppose', 1), ('suppose drinking', 1), ('drinking except', 1), ('except something', 1)]"
262,Novotel Paris Gare De Lyon,"[('lyon gare', 25), ('gare de', 22), ('friendly staff', 11), ('helpful staff', 10), ('location staff', 10)]","[('small room', 7), ('poor wifi', 3), ('bit small', 3), ('car park', 2), ('gare de', 2)]"
263,H tel Belloy Saint Germain By Happyculture,"[('notre dame', 4), ('champagne afternoon', 3), ('everyday champagne', 2), ('macaroon champagne', 2), ('champagne happy', 2)]","[('small room', 5), ('old bit', 2), ('bit small', 2), ('clean room', 2), ('little small', 2)]"
264,Hotel Louis 2,"[('good location', 4), ('great location', 4), ('charm load', 2), ('helpful great', 2), ('friendly staff', 2)]","[('small room', 5), ('tiny room', 2), ('intimate non', 1), ('non friend', 1), ('friend little', 1)]"
265,InterContinental Paris Le Grand,"[('great location', 5), ('breakfast location', 5), ('location staff', 5), ('great breakfast', 4), ('helpful staff', 3)]","[('small room', 5), ('delay checkin', 2), ('ago since', 2), ('helpful staff', 2), ('hosted coverage', 1)]"
266,The Trafalgar Hilton,"[('location staff', 27), ('great location', 20), ('helpful friendly', 13), ('good location', 12), ('friendly staff', 12)]","[('worn furniture', 4), ('need room', 3), ('refurbishment due', 2), ('due noisy', 2), ('bar opened', 2)]"
267,Park Lane Mews Hotel,"[('location staff', 55), ('good location', 47), ('great location', 33), ('friendly staff', 25), ('good breakfast', 24)]","[('small room', 35), ('tired decor', 12), ('looking tired', 11), ('hot water', 11), ('little small', 8)]"
268,Old Ship Inn Hackney,"[('downstairs pub', 3), ('quirky pub', 3), ('nice great', 3), ('beer pub', 3), ('location staff', 3)]","[('kitchen fan', 3), ('pipework boxed', 2), ('extractor fan', 2), ('floorboard creaky', 2), ('creaking floorboard', 2)]"
269,The Drayton Court Hotel,"[('friendly staff', 7), ('broadway ealing', 6), ('comfortable clean', 6), ('staff room', 6), ('machine coffee', 5)]","[('small room', 3), ('fault find', 2), ('little room', 2), ('liked everything', 2), ('included price', 2)]"
270,The Montcalm Marble Arch,"[('location staff', 75), ('friendly staff', 25), ('great location', 20), ('helpful friendly', 19), ('staff room', 18)]","[('small room', 49), ('size room', 9), ('bit small', 8), ('small bed', 6), ('perfect everything', 4)]"
271,The Colonnade,"[('friendly staff', 5), ('hotel location', 4), ('cat resident', 4), ('great location', 4), ('helpful staff', 2)]","[('small room', 5), ('bit small', 3), ('hot water', 3), ('musty damp', 2), ('little hotel', 2)]"
272,The Royal Horseguards,"[('location staff', 48), ('great location', 32), ('hotel location', 22), ('helpful friendly', 21), ('friendly staff', 16)]","[('view room', 10), ('small room', 8), ('expensive breakfast', 6), ('alarm fire', 6), ('small bed', 5)]"
273,Grange Fitzrovia Hotel,"[('location staff', 27), ('great location', 18), ('good location', 12), ('friendly staff', 11), ('comfortable bed', 10)]","[('small room', 12), ('bit room', 5), ('hot room', 5), ('little room', 4), ('hot air', 3)]"
274,H tel Le M,"[('montparnasse gare', 6), ('location staff', 5), ('montparnasse tour', 4), ('bed great', 3), ('public transport', 2)]","[('small room', 3), ('properly working', 2), ('view flustered', 1), ('flustered wall', 1), ('wall idiot', 1)]"
275,The Hari London,"[('hotel staff', 6), ('location staff', 6), ('friendly location', 5), ('attention detail', 5), ('friendly staff', 5)]","[('small room', 10), ('noise room', 2), ('really breakfast', 2), ('perfect everything', 2), ('bit small', 2)]"
276,citizenM London Bankside,"[('comfortable bed', 16), ('friendly staff', 16), ('great location', 14), ('area bar', 14), ('great staff', 13)]","[('small room', 51), ('tea coffee', 21), ('coffee room', 11), ('coffee facility', 11), ('bit room', 10)]"
277,Radisson Blu Edwardian Mercer Street,"[('location staff', 45), ('great location', 25), ('comfy bed', 17), ('good breakfast', 17), ('breakfast location', 14)]","[('small room', 35), ('small bed', 7), ('size room', 6), ('little small', 5), ('hard pillow', 4)]"
278,Twenty Nevern Square Hotel,"[('earl court', 50), ('good breakfast', 24), ('friendly staff', 23), ('location staff', 22), ('breakfast location', 17)]","[('small room', 23), ('tea coffee', 8), ('warm room', 6), ('bathroom small', 5), ('size room', 5)]"
279,The Abbey Court Notting Hill,"[('location staff', 5), ('friendly great', 4), ('notting hill', 3), ('great location', 3), ('good location', 3)]","[('size room', 2), ('lift floor', 2), ('lock date', 1), ('date exactly', 1), ('exactly key', 1)]"
280,Seven Hotel,"[('good location', 2), ('helpful staff', 2), ('notre dame', 2), ('clean helpful', 2), ('good hotel', 2)]","[('small room', 3), ('skirting peeling', 1), ('peeling little', 1), ('little paint', 1), ('paint board', 1)]"
281,Platine Hotel Spa,"[('eiffel tower', 6), ('good location', 4), ('location staff', 3), ('shopping near', 2), ('every amazing', 2)]","[('small room', 8), ('bit small', 3), ('breakfast room', 2), ('little bit', 2), ('quite small', 2)]"
282,Mercure Paris Gare Montparnasse,"[('good location', 4), ('montparnasse gare', 2), ('crisp traveler', 1), ('traveler white', 1), ('white linen', 1)]","[('checked told', 1), ('told noise', 1), ('useable rickety', 1), ('rickety scratched', 1), ('scratched un', 1)]"
283,Mercure Paris Notre Dame Saint Germain des Pr s,"[('location staff', 9), ('good location', 6), ('notre dame', 5), ('great location', 3), ('excellent location', 3)]","[('small room', 7), ('little small', 2), ('bathroom small', 2), ('tiny room', 2), ('odd panic', 1)]"
284,Mercure Paris Centre Tour Eiffel,"[('eiffel tower', 95), ('great location', 28), ('good location', 23), ('location staff', 23), ('tower close', 14)]","[('small room', 32), ('bathroom small', 9), ('eiffel tower', 8), ('paper cup', 4), ('view room', 4)]"
285,Banke H tel,"[('helpful friendly', 8), ('great location', 7), ('location staff', 7), ('good location', 6), ('friendly staff', 6)]","[('small room', 6), ('coffee facility', 2), ('corridor smell', 2), ('smell toilet', 2), ('internet slow', 2)]"
286,Mondrian London,"[('location staff', 45), ('great location', 32), ('hotel location', 29), ('great hotel', 28), ('helpful friendly', 21)]","[('small room', 9), ('drink expensive', 8), ('view room', 7), ('expensive london', 6), ('expensive bit', 6)]"
287,Karma Sanctum Soho Hotel,"[('great location', 12), ('comfy bed', 9), ('location staff', 8), ('good location', 7), ('hotel location', 5)]","[('tea coffee', 6), ('coffee facility', 5), ('alarm fire', 4), ('facility room', 4), ('party private', 2)]"
288,NH London Kensington,"[('earl court', 13), ('location staff', 10), ('good breakfast', 9), ('great breakfast', 5), ('great location', 5)]","[('small room', 3), ('fi wi', 2), ('bit breakfast', 2), ('stain sheet', 2), ('bit could', 2)]"
289,Saint James Albany Paris Hotel Spa,"[('great location', 33), ('location staff', 33), ('good location', 22), ('friendly staff', 15), ('location room', 14)]","[('fi wi', 4), ('small room', 4), ('tea coffee', 4), ('air portable', 3), ('outdated bit', 3)]"
290,Mercure Paris Montparnasse Raspail,"[('location staff', 5), ('good breakfast', 4), ('vavin raspail', 3), ('good location', 3), ('small comfortable', 3)]","[('small room', 7), ('paris small', 4), ('ac working', 1), ('working finally', 1), ('finally begrudgingly', 1)]"
291,Golden Tulip Bercy Gare de Lyon 209,"[('helpful friendly', 6), ('friendly staff', 6), ('metro next', 4), ('helpful staff', 4), ('nice clean', 4)]","[('small room', 9), ('lyon gare', 2), ('difficult find', 2), ('paris small', 2), ('space room', 2)]"
292,Montfleuri,"[('location staff', 18), ('good location', 13), ('great location', 11), ('location room', 7), ('perfect location', 6)]","[('small room', 15), ('could breakfast', 5), ('poor breakfast', 4), ('breakfast room', 3), ('need breakfast', 3)]"
293,Simply Rooms Suites,"[('good location', 6), ('clean good', 4), ('friendly location', 3), ('location staff', 3), ('comfy bed', 3)]","[('small room', 4), ('bathroom small', 2), ('leave luggage', 1), ('luggage nowhere', 1), ('nowhere except', 1)]"
294,Mercure Paris Pigalle Sacre Coeur,"[('metro station', 3), ('moulin rouge', 3), ('metro close', 3), ('location staff', 3), ('clean hotel', 2)]","[('small room', 6), ('sex surrounded', 2), ('endangered dangerous', 1), ('dangerous advice', 1), ('advice unhelpful', 1)]"
295,The Academy,"[('good location', 15), ('location staff', 12), ('great location', 11), ('comfortable bed', 6), ('friendly staff', 5)]","[('lift top', 4), ('small room', 3), ('desk front', 2), ('poor wifi', 2), ('wifi reception', 2)]"
296,Le Meridien Piccadilly,"[('location staff', 11), ('great location', 9), ('good location', 7), ('excellent location', 5), ('perfect location', 5)]","[('hotel room', 3), ('small room', 3), ('air poor', 2), ('included price', 2), ('price breakfast', 2)]"
297,Mercure Paris Terminus Nord,"[('nord du', 205), ('du gare', 145), ('good location', 45), ('location staff', 41), ('great location', 38)]","[('small room', 24), ('need hotel', 9), ('need bathroom', 8), ('nord du', 7), ('carpet old', 7)]"
298,H tel F licien by Elegancia,"[('clean friendly', 2), ('good breakfast', 2), ('great well', 2), ('nice helpful', 2), ('accommodating reception', 1)]","[('tea coffee', 4), ('pool small', 2), ('strict rule', 1), ('rule checkin', 1), ('checkin must', 1)]"
299,Le Lavoisier,"[('positive else', 1), ('else think', 1), ('think thing', 1), ('thing metro', 1), ('downtown position', 1)]","[('thru hear', 1), ('hear stinky', 1), ('stinky creepy', 1), ('creepy certain', 1), ('star channel', 1)]"
300,H tel Moli re,"[('location staff', 5), ('helpful friendly', 4), ('friendly staff', 4), ('great location', 4), ('good location', 3)]","[('cannot fault', 2), ('expensive bit', 2), ('age expect', 1), ('expect building', 1), ('building one', 1)]"
301,Vice Versa,"[('friendly staff', 4), ('helpful friendly', 3), ('hotel staff', 3), ('chantal thomas', 2), ('attention detail', 2)]","[('small room', 2), ('public min', 1), ('min parking', 1), ('parking walking', 1), ('walking metro', 1)]"
302,The Kings Head Hotel,"[('value money', 4), ('bathroom clean', 2), ('reasonably priced', 2), ('nice staff', 2), ('staff room', 2)]","[('far away', 2), ('little small', 2), ('small bed', 2), ('small room', 2), ('noisy little', 2)]"
303,H tel Etoile Saint Honor by Happyculture,"[('location staff', 11), ('good location', 5), ('friendly good', 4), ('friendly staff', 4), ('location room', 4)]","[('better could', 2), ('removable wore', 1), ('wore flop', 1), ('flop flip', 1), ('flip creaked', 1)]"
304,Hotel Le petit Paris,"[('location staff', 4), ('notre dame', 2), ('luxembourg rer', 2), ('minute walk', 2), ('friendly hotel', 2)]","[('small room', 4), ('somber meeting', 1), ('meeting downstairs', 1), ('downstairs dark', 1), ('dark rather', 1)]"
305,Mercure Paris 19 Philharmonie La Villette,"[('near metro', 4), ('good location', 2), ('metro location', 2), ('venue concert', 2), ('metro station', 2)]","[('non conditioning', 2), ('artisan baguette', 1), ('baguette industrial', 1), ('industrial bakery', 1), ('bakery missed', 1)]"
306,Royal Garden Champs Elysees,"[('good location', 12), ('location staff', 8), ('great location', 8), ('good breakfast', 6), ('breakfast location', 4)]","[('bad wifi', 3), ('hot water', 2), ('clean room', 2), ('tea coffee', 2), ('coffee facility', 2)]"
307,H tel Brighton Esprit de France,"[('location staff', 21), ('great location', 10), ('eiffel tower', 6), ('amazing view', 5), ('good location', 5)]","[('service room', 4), ('poor wifi', 3), ('everything great', 2), ('little bit', 2), ('morning noisy', 2)]"
308,H tel Paris Bastille Boutet MGallery by Sofitel,"[('breakfast staff', 2), ('modern coffee', 2), ('quiet area', 2), ('place centered', 1), ('centered bastille', 1)]","[('toilet spread', 1), ('spread acceptable', 1), ('acceptable eating', 1), ('eating rocketing', 1), ('star accomodation', 1)]"
309,Montcalm Royal London House City of London,"[('roof top', 12), ('friendly staff', 11), ('comfortable bed', 10), ('location staff', 10), ('helpful staff', 9)]","[('terrace roof', 8), ('price breakfast', 5), ('together twin', 2), ('pricey terrace', 2), ('electronic panel', 2)]"
310,Conrad London St James,"[('location staff', 21), ('great location', 11), ('friendly staff', 9), ('comfortable bed', 8), ('helpful friendly', 7)]","[('small room', 5), ('little could', 3), ('could room', 3), ('anything think', 2), ('window could', 2)]"
311,L Edmond H tel,"[('location staff', 2), ('amorinos bruges', 1), ('bruges jeff', 1), ('jeff myriad', 1), ('myriad monoprix', 1)]","[('desired housekeeping', 1), ('housekeeping cleanliness', 1), ('cleanliness left', 1), ('left much', 1), ('downfall accessed', 1)]"
312,Novotel Suites Paris Montreuil Vincennes,"[('friendly staff', 6), ('comfortable clean', 5), ('good breakfast', 4), ('bed room', 3), ('clean room', 3)]","[('could breakfast', 2), ('far metro', 2), ('location room', 2), ('far city', 2), ('centre far', 2)]"
313,London Marriott Hotel West India Quay,"[('friendly staff', 34), ('canary wharf', 33), ('great location', 33), ('helpful friendly', 30), ('location staff', 29)]","[('expensive breakfast', 9), ('drink expensive', 8), ('fi wi', 6), ('car park', 5), ('soft pillow', 5)]"
314,London Hilton on Park Lane,"[('location staff', 14), ('great location', 10), ('good location', 9), ('hotel location', 6), ('breakfast location', 5)]","[('small room', 4), ('comfortable bed', 3), ('hot water', 3), ('bathroom small', 3), ('wifi free', 3)]"
315,Radisson Blu Portman Hotel London,"[('location staff', 49), ('good location', 28), ('great location', 26), ('friendly staff', 17), ('hotel location', 17)]","[('small room', 22), ('bit small', 4), ('class business', 3), ('size small', 3), ('food service', 3)]"
